job_title,text_clean,category,label,word_count
Data Engineer,data engineer membangun pipeline data apache spark kafka posisi medan,IT & Software,5,10
Education Technology,education technology mengembangkan assessment evaluasi pembelajaran posisi bandung,Education,0,8
Fleet Manager,fleet manager menganalisis data supply chain efisiensi biaya posisi medan,Operations & Supply Chain,7,10
Dokter Spesialis,dokter spesialis mendispensing obat sesuai resep dokter posisi remote work available,Healthcare,3,11
Fleet Manager,fleet manager mengelola operasional gudang akurasi inventaris posisi fresh graduate welcome,Operations & Supply Chain,7,11
Tax Consultant,tax consultant mengelola pajak perusahaan mengurus pelaporan spt tahunan posisi remote work available,Finance & Accounting,2,13
Full Stack Developer,full stack developer membangun rest api python flask django mengelola database postgresql posisi remote work available,IT & Software,5,16
Compensation & Benefits,compensation benefits mengelola sistem kompensasi benefit karyawan sesuai regulasi posisi hybrid working,Human Resources,4,12
Instrumentation Engineer,instrumentation engineer merancang mengawasi konstruksi bangunan infrastruktur sipil posisi surabaya,Engineering,1,10
Data Engineer,data engineer mengembangkan model machine learning tensorflow pytorch posisi remote work available,IT & Software,5,12
Perawat ICU,perawat icu pemeriksaan rontgen modalitas pencitraan posisi medan,Healthcare,3,8
Tutor,tutor memfasilitasi pelatihan workshop pengembangan kompetensi posisi remote work available,Education,0,10
Business Development,business development membangun hubungan klien mencapai target penjualan bulanan posisi medan,Marketing & Sales,6,11
PR Manager,manager menganalisis data penjualan laporan performa marketing posisi pengalaman,Marketing & Sales,6,9
Software Engineer,software engineer membangun pipeline data apache spark kafka posisi remote work available,IT & Software,5,12
Trade Marketing,trade marketing membangun hubungan klien mencapai target penjualan bulanan posisi surabaya,Marketing & Sales,6,11
CFO,cfo menganalisis kelayakan kredit nasabah mengelola portofolio pinjaman posisi hybrid working,Finance & Accounting,2,11
Coach,coach mengembangkan assessment evaluasi pembelajaran posisi surabaya,Education,0,7
Medical Representative,medical representative mempromosikan produk farmasi dokter tenaga medis posisi pengalaman,Healthcare,3,10
Geotechnical Engineer,geotechnical engineer mengoptimalkan proses kimia pabrik troubleshooting posisi medan,Engineering,1,9
Marketing Manager,marketing manager merancang strategi market produk posisi bandung,Marketing & Sales,6,8
Employee Relations,employee relations membangun hubungan industrial harmonis manajemen karyawan posisi fresh graduate welcome,Human Resources,4,12
Quality Engineer,quality engineer merancang instalasi listrik sistem kelistrikan industri posisi pengalaman,Engineering,1,10
Event Organizer,event organizer menganalisis data penjualan laporan performa marketing posisi medan,Marketing & Sales,6,10
Account Manager,account manager menganalisis data penjualan laporan performa marketing posisi fresh graduate welcome,Marketing & Sales,6,12
Guru,guru pengajaran penelitian perguruan posisi medan,Education,0,6
CFO,cfo laporan arus kas mengelola likuiditas perusahaan posisi remote work available,Finance & Accounting,2,11
System Analyst,system analyst memantau keamanan jaringan penetration testing posisi fresh graduate welcome,IT & Software,5,11
Healthcare Administrator,healthcare administrator mempromosikan produk farmasi dokter tenaga medis posisi full time,Healthcare,3,11
DevOps Engineer,devops engineer memantau keamanan jaringan penetration testing posisi remote work available,IT & Software,5,11
Product Marketing Manager,product marketing manager mengelola campaign iklan google ads meta ads target roas posisi bali,Marketing & Sales,6,14
Coach,coach memfasilitasi pelatihan workshop pengembangan kompetensi posisi fresh graduate welcome,Education,0,10
Investment Analyst,investment analyst menyusun anggaran perusahaan forecast keuangan posisi surabaya,Finance & Accounting,2,9
Industrial Relations,industrial relations mengelola sistem kompensasi benefit karyawan sesuai regulasi posisi pengalaman,Human Resources,4,11
People Operations,people operations mengembangkan program pelatihan pengembangan karyawan posisi bandung,Human Resources,4,9
Mechanical Engineer,mechanical engineer pengujian kualitas material produk posisi bandung,Engineering,1,8
PR Manager,manager mengelola konten media sosial instagram tiktok linkedin perusahaan posisi jakarta,Marketing & Sales,6,11
iOS Developer,ios developer membangun pipeline data apache spark kafka posisi surabaya,IT & Software,5,10
Medical Representative,medical representative asuhan keperawatan pasien rawat inap rawat jalan posisi remote work available,Healthcare,3,13
Perawat,perawat mengelola administrasi rumah sakit klinik kesehatan posisi surabaya,Healthcare,3,9
Medical Representative,medical representative konsultasi gizi terapi diet pasien posisi fresh graduate welcome,Healthcare,3,11
HRIS Specialist,hris specialist mengelola proses rekrutmen end end sourcing onboarding posisi pengalaman,Human Resources,4,11
Vendor Management,vendor management merancang mengoptimalkan rantai pasok pemasok konsumen posisi medan,Operations & Supply Chain,7,10
Process Engineer,process engineer mengelola proses impor ekspor dokumen kepabeanan posisi bandung,Operations & Supply Chain,7,10
Backend Developer,backend developer membangun rest api python flask django mengelola database postgresql posisi bandung,IT & Software,5,13
Credit Analyst,credit analyst mengelola pajak perusahaan mengurus pelaporan spt tahunan posisi jakarta,Finance & Accounting,2,11
Cost Accountant,cost accountant audit internal proses keuangan operasional perusahaan posisi surabaya,Finance & Accounting,2,10
Psikolog,psikolog pemeriksaan laboratorium menginterpretasikan hasil posisi medan,Healthcare,3,7
Process Engineer,process engineer mengoptimalkan proses kimia pabrik troubleshooting posisi hybrid working,Engineering,1,10
Optometris,optometris konsultasi gizi terapi diet pasien posisi bali,Healthcare,3,8
Apoteker,apoteker konsultasi gizi terapi diet pasien posisi pengalaman,Healthcare,3,8
CFO,cfo menganalisis laporan keuangan perusahaan pengambilan keputusan investasi posisi pengalaman,Finance & Accounting,2,10
Product Marketing Manager,product marketing manager mengelola campaign iklan google ads meta ads target roas posisi medan,Marketing & Sales,6,14
Operations Analyst,operations analyst mengelola hubungan pemasok evaluasi vendor posisi remote work available,Operations & Supply Chain,7,11
Logistik,logistik mengkoordinasi pengiriman distribusi produk indonesia posisi bali,Operations & Supply Chain,7,8
Geotechnical Engineer,geotechnical engineer merancang sistem mekanikal analisis teknik posisi pengalaman,Engineering,1,9
Java Developer,java developer mengelola infrastruktur server linux automasi deployment pipeline posisi hybrid working,IT & Software,5,12
Financial Analyst,financial analyst mengelola risiko keuangan kepatuhan regulasi ojk posisi hybrid working,Finance & Accounting,2,11
Business Development,business development merancang strategi market produk posisi jakarta,Marketing & Sales,6,8
Business Development,business development mengelola campaign iklan google ads meta ads target roas posisi bali,Marketing & Sales,6,13
Environmental Engineer,environmental engineer mengoptimalkan proses kimia pabrik troubleshooting posisi pengalaman,Engineering,1,9
Dosen,dosen mengembangkan assessment evaluasi pembelajaran posisi fresh graduate welcome,Education,0,9
Finance Manager,finance manager mengelola pajak perusahaan mengurus pelaporan spt tahunan posisi bali,Finance & Accounting,2,11
Full Stack Developer,full stack developer merancang arsitektur sistem cloud aws mengelola container docker kubernetes posisi medan,IT & Software,5,14
Production Planner,production planner menganalisis data supply chain efisiensi biaya posisi pengalaman,Operations & Supply Chain,7,10
Purchasing Manager,purchasing manager mengkoordinasi pengiriman distribusi produk indonesia posisi fresh graduate welcome,Operations & Supply Chain,7,11
Bookkeeper,bookkeeper memproses penggajian karyawan administrasi tunjangan posisi remote work available,Finance & Accounting,2,10
Product Marketing Manager,product marketing manager mengelola event pemasaran pameran dagang posisi hybrid working,Marketing & Sales,6,11
Dokter Spesialis,dokter spesialis pemeriksaan rontgen modalitas pencitraan posisi full time,Healthcare,3,9
Quality Engineer,quality engineer merencanakan mengawasi proyek konstruksi sesuai schedule budget posisi hybrid working,Engineering,1,12
Maintenance Engineer,maintenance engineer merancang mengawasi konstruksi bangunan infrastruktur sipil posisi hybrid working,Engineering,1,11
Project Engineer,project engineer merancang instalasi listrik sistem kelistrikan industri posisi full time,Engineering,1,11
Instruktur,instruktur bimbingan akademik karier mahasiswa posisi jakarta,Education,0,7
Logistics Coordinator,logistics coordinator merancang mengoptimalkan rantai pasok pemasok konsumen posisi surabaya,Operations & Supply Chain,7,10
Education Technology,education technology riset publikasi ilmiah bidang pendidikan posisi bali,Education,0,9
Database Administrator,database administrator merancang arsitektur sistem cloud aws mengelola container docker kubernetes posisi full time,IT & Software,5,14
Coach,coach mengembangkan assessment evaluasi pembelajaran posisi hybrid working,Education,0,8
CFO,cfo mengelola risiko keuangan kepatuhan regulasi ojk posisi fresh graduate welcome,Finance & Accounting,2,11
Radiografer,radiografer asuhan keperawatan pasien rawat inap rawat jalan posisi full time,Healthcare,3,11
Financial Analyst,financial analyst audit internal proses keuangan operasional perusahaan posisi full time,Finance & Accounting,2,11
Frontend Developer,frontend developer memantau keamanan jaringan penetration testing posisi medan,IT & Software,5,9
Warehouse Manager,warehouse manager menganalisis data supply chain efisiensi biaya posisi surabaya,Operations & Supply Chain,7,10
Software Architect,software architect memantau keamanan jaringan penetration testing posisi hybrid working,IT & Software,5,10
Lab Technician,lab technician mengembangkan kurikulum materi pembelajaran posisi pengalaman,Education,0,8
Academic Advisor,academic advisor mengajar mata pelajaran ipa ips matematika sekolah menengah posisi fresh graduate welcome,Education,0,14
Logistics Coordinator,logistics coordinator menganalisis data supply chain efisiensi biaya posisi full time,Operations & Supply Chain,7,11
Program Coordinator,program coordinator mengajar mata pelajaran ipa ips matematika sekolah menengah posisi full time,Education,0,13
HR Director,director menganalisis data sdm mendukung pengambilan keputusan strategis posisi medan,Human Resources,4,10
Product Marketing Manager,product marketing manager riset pasar analisis kompetitor strategi brand posisi remote work available,Marketing & Sales,6,13
Civil Engineer,civil engineer pengujian kualitas material produk posisi full time,Engineering,1,9
Coach,coach mengembangkan assessment evaluasi pembelajaran posisi full time,Education,0,8
Tax Consultant,tax consultant laporan arus kas mengelola likuiditas perusahaan posisi bali,Finance & Accounting,2,10
Cybersecurity Analyst,cybersecurity analyst membangun pipeline data apache spark kafka posisi remote work available,IT & Software,5,12
Instruktur,instruktur mengelola program pendidikan pelatihan lembaga posisi full time,Education,0,9
HRIS Specialist,hris specialist memfasilitasi program onboarding orientasi karyawan posisi hybrid working,Human Resources,4,10
Content Developer,content developer konseling bimbingan peserta didik posisi bandung,Education,0,8
Content Writer,content writer mengoptimalkan seo website meningkatkan organic traffic posisi full time,Marketing & Sales,6,11
Accounting Staff,accounting staff menganalisis laporan keuangan perusahaan pengambilan keputusan investasi posisi remote work available,Finance & Accounting,2,13
UI/UX Designer,designer mengembangkan model machine learning tensorflow pytorch posisi surabaya,IT & Software,5,9
Peneliti,peneliti mengelola program pendidikan pelatihan lembaga posisi surabaya,Education,0,8
Business Development,business development merancang mengeksekusi strategi pemasaran digital platform posisi fresh graduate welcome,Marketing & Sales,6,12
Headhunter,headhunter evaluasi kinerja karyawan program talent management posisi full time,Human Resources,4,10
Tutor,tutor konseling bimbingan peserta didik posisi remote work available,Education,0,9
Dokter Gigi,dokter gigi pemeriksaan diagnosis pengobatan pasien klinik posisi bali,Healthcare,3,9
Site Engineer,site engineer merancang instalasi listrik sistem kelistrikan industri posisi bali,Engineering,1,10
Rekam Medis,rekam medis mendispensing obat sesuai resep dokter posisi fresh graduate welcome,Healthcare,3,11
CFO,cfo menyusun laporan keuangan bulanan tahunan sesuai standar psak posisi bali,Finance & Accounting,2,11
Psikolog,psikolog pelayanan kebidanan hamil melahirkan posisi fresh graduate welcome,Healthcare,3,9
Bidan,bidan pemeriksaan laboratorium menginterpretasikan hasil posisi pengalaman,Healthcare,3,7
Operations Analyst,operations analyst memantau kualitas produksi sesuai standar iso spesifikasi pelanggan posisi pengalaman,Operations & Supply Chain,7,12
Tutor,tutor riset publikasi ilmiah bidang pendidikan posisi pengalaman,Education,0,8
Healthcare Administrator,healthcare administrator pelayanan kebidanan hamil melahirkan posisi medan,Healthcare,3,8
Purchasing Manager,purchasing manager mengelola operasional gudang akurasi inventaris posisi bali,Operations & Supply Chain,7,9
Program Coordinator,program coordinator mengembangkan assessment evaluasi pembelajaran posisi hybrid working,Education,0,9
Akuntan,akuntan menyusun anggaran perusahaan forecast keuangan posisi medan,Finance & Accounting,2,8
Tutor,tutor pengajaran penelitian perguruan posisi pengalaman,Education,0,6
CFO,cfo menyusun laporan keuangan bulanan tahunan sesuai standar psak posisi remote work available,Finance & Accounting,2,13
Medical Representative,medical representative pelayanan kebidanan hamil melahirkan posisi jakarta,Healthcare,3,8
School Counselor,school counselor pengajaran penelitian perguruan posisi medan,Education,0,7
Dokter Gigi,dokter gigi fisioterapi rehabilitasi medis pasien posisi medan,Healthcare,3,8
iOS Developer,ios developer mengelola infrastruktur server linux automasi deployment pipeline posisi medan,IT & Software,5,11
Auditor Internal,auditor internal menyusun anggaran perusahaan forecast keuangan posisi hybrid working,Finance & Accounting,2,10
Electrical Engineer,electrical engineer keselamatan kerja lingkungan industri posisi remote work available,Engineering,1,10
Cloud Engineer,cloud engineer mengembangkan aplikasi mobile android kotlin java posisi pengalaman,IT & Software,5,10
HRIS Specialist,hris specialist mengelola sistem kompensasi benefit karyawan sesuai regulasi posisi surabaya,Human Resources,4,11
Culture Officer,culture officer mengelola proses rekrutmen end end sourcing onboarding posisi medan,Human Resources,4,11
Analis Laboratorium,analis laboratorium pemeriksaan diagnosis pengobatan pasien klinik posisi surabaya,Healthcare,3,9
Procurement Specialist,procurement specialist mengoptimalkan proses operasional metodologi lean posisi fresh graduate welcome,Operations & Supply Chain,7,11
Sanitarian,sanitarian pelayanan kebidanan hamil melahirkan posisi bandung,Healthcare,3,7
Electrical Engineer,electrical engineer merancang mengawasi konstruksi bangunan infrastruktur sipil posisi bandung,Engineering,1,10
Mobile Developer Android,mobile developer android membangun pipeline data apache spark kafka posisi remote work available,IT & Software,5,13
Machine Learning Engineer,machine learning engineer membangun pipeline data apache spark kafka posisi bali,IT & Software,5,11
Treasury Analyst,treasury analyst menyusun anggaran perusahaan forecast keuangan posisi jakarta,Finance & Accounting,2,9
Headhunter,headhunter mengelola administrasi sdm kontrak kerja dokumen kepegawaian posisi pengalaman,Human Resources,4,10
Kepala Sekolah,kepala sekolah riset publikasi ilmiah bidang pendidikan posisi pengalaman,Education,0,9
CFO,cfo mengelola pajak perusahaan mengurus pelaporan spt tahunan posisi full time,Finance & Accounting,2,11
Commissioning Engineer,commissioning engineer merencanakan mengawasi proyek konstruksi sesuai schedule budget posisi surabaya,Engineering,1,11
Psikolog,psikolog asuhan keperawatan pasien rawat inap rawat jalan posisi full time,Healthcare,3,11
Koordinator Medis,koordinator medis asuhan keperawatan pasien rawat inap rawat jalan posisi pengalaman,Healthcare,3,11
System Analyst,system analyst mengelola mengoptimasi database mysql mongodb posisi medan,IT & Software,5,9
Bidan,bidan pemeriksaan rontgen modalitas pencitraan posisi pengalaman,Healthcare,3,7
Machine Learning Engineer,machine learning engineer mengembangkan aplikasi mobile android kotlin java posisi bandung,IT & Software,5,11
HR Staff,staff merancang program employee engagement budaya perusahaan posisi surabaya,Human Resources,4,9
Drafter,drafter gambar teknik autocad software desain posisi remote work available,Engineering,1,10
Growth Hacker,growth hacker merancang strategi market produk posisi pengalaman,Marketing & Sales,6,8
Digital Marketing Specialist,digital marketing specialist riset pasar analisis kompetitor strategi brand posisi full time,Marketing & Sales,6,12
Process Engineer,process engineer menganalisis meningkatkan efisiensi proses produksi posisi medan,Engineering,1,9
Plant Manager,plant manager mengelola pengadaan barang jasa negosiasi vendor posisi bandung,Operations & Supply Chain,7,10
Logistik,logistik memantau kualitas produksi sesuai standar iso spesifikasi pelanggan posisi pengalaman,Operations & Supply Chain,7,11
Drafter,drafter menganalisis meningkatkan efisiensi proses produksi posisi pengalaman,Engineering,1,8
Fasilitator,fasilitator mengelola program pendidikan pelatihan lembaga posisi fresh graduate welcome,Education,0,10
Marketing Analyst,marketing analyst riset pasar analisis kompetitor strategi brand posisi medan,Marketing & Sales,6,10
Inventory Manager,inventory manager merancang mengoptimalkan rantai pasok pemasok konsumen posisi fresh graduate welcome,Operations & Supply Chain,7,12
Email Marketing Specialist,email marketing specialist menganalisis data penjualan laporan performa marketing posisi full time,Marketing & Sales,6,12
HR Manager,manager mengelola proses rekrutmen end end sourcing onboarding posisi pengalaman,Human Resources,4,10
Auditor Internal,auditor internal menganalisis kelayakan kredit nasabah mengelola portofolio pinjaman posisi hybrid working,Finance & Accounting,2,12
Koordinator Medis,koordinator medis asuhan keperawatan pasien rawat inap rawat jalan posisi remote work available,Healthcare,3,13
Geotechnical Engineer,geotechnical engineer merancang instalasi listrik sistem kelistrikan industri posisi bandung,Engineering,1,10
Tutor,tutor merancang mengembangkan konten learning berbasis teknologi posisi medan,Education,0,9
Production Planner,production planner menganalisis data supply chain efisiensi biaya posisi jakarta,Operations & Supply Chain,7,10
E-learning Developer,learning developer memfasilitasi pelatihan workshop pengembangan kompetensi posisi medan,Education,0,9
Learning & Development,learning development menganalisis data sdm mendukung pengambilan keputusan strategis posisi remote work available,Human Resources,4,13
Financial Analyst,financial analyst menganalisis laporan keuangan perusahaan pengambilan keputusan investasi posisi hybrid working,Finance & Accounting,2,12
Budget Analyst,budget analyst laporan arus kas mengelola likuiditas perusahaan posisi medan,Finance & Accounting,2,10
Maintenance Engineer,maintenance engineer merancang mengawasi konstruksi bangunan infrastruktur sipil posisi hybrid working,Engineering,1,11
Education Consultant,education consultant mengelola program pendidikan pelatihan lembaga posisi bandung,Education,0,9
Instrumentation Engineer,instrumentation engineer merencanakan mengawasi proyek konstruksi sesuai schedule budget posisi medan,Engineering,1,11
Process Engineer,process engineer mengoptimalkan proses kimia pabrik troubleshooting posisi remote work available,Engineering,1,11
PR Manager,manager mengelola campaign iklan google ads meta ads target roas posisi pengalaman,Marketing & Sales,6,12
HRIS Specialist,hris specialist mengelola proses rekrutmen end end sourcing onboarding posisi bandung,Human Resources,4,11
Brand Manager,brand manager riset pasar analisis kompetitor strategi brand posisi full time,Marketing & Sales,6,11
Payroll Specialist,payroll specialist audit internal proses keuangan operasional perusahaan posisi medan,Finance & Accounting,2,10
Data Engineer,data engineer membangun pipeline data apache spark kafka posisi bandung,IT & Software,5,10
Medical Representative,medical representative pemeriksaan laboratorium menginterpretasikan hasil posisi remote work available,Healthcare,3,10
Plant Manager,plant manager mengelola pengadaan barang jasa negosiasi vendor posisi full time,Operations & Supply Chain,7,11
Compliance Officer,compliance officer mengelola risiko keuangan kepatuhan regulasi ojk posisi remote work available,Finance & Accounting,2,12
Coach,coach riset publikasi ilmiah bidang pendidikan posisi hybrid working,Education,0,9
Payroll Specialist,payroll specialist menyusun laporan keuangan bulanan tahunan sesuai standar psak posisi pengalaman,Finance & Accounting,2,12
Fleet Manager,fleet manager mengkoordinasi pengiriman distribusi produk indonesia posisi remote work available,Operations & Supply Chain,7,11
Growth Hacker,growth hacker mengelola campaign iklan google ads meta ads target roas posisi hybrid working,Marketing & Sales,6,14
SEO Specialist,seo specialist mengelola campaign iklan google ads meta ads target roas posisi hybrid working,Marketing & Sales,6,14
Recruiter,recruiter mengelola proses rekrutmen end end sourcing onboarding posisi medan,Human Resources,4,10
Backend Developer,backend developer mengembangkan aplikasi web react node berkolaborasi tim backend posisi pengalaman,IT & Software,5,12
Financial Planner,financial planner menghitung biaya produksi menganalisis variance anggaran posisi bandung,Finance & Accounting,2,10
Akuntan,akuntan menganalisis kelayakan kredit nasabah mengelola portofolio pinjaman posisi pengalaman,Finance & Accounting,2,10
HR Staff,staff merancang program employee engagement budaya perusahaan posisi fresh graduate welcome,Human Resources,4,11
Credit Analyst,credit analyst menganalisis kelayakan kredit nasabah mengelola portofolio pinjaman posisi full time,Finance & Accounting,2,12
Learning & Development,learning development mengelola sistem kompensasi benefit karyawan sesuai regulasi posisi hybrid working,Human Resources,4,12
Curriculum Developer,curriculum developer bimbingan akademik karier mahasiswa posisi medan,Education,0,8
Rekam Medis,rekam medis konsultasi gizi terapi diet pasien posisi medan,Healthcare,3,9
Instruktur,instruktur konseling bimbingan peserta didik posisi pengalaman,Education,0,7
Healthcare Administrator,healthcare administrator pemeriksaan rontgen modalitas pencitraan posisi bandung,Healthcare,3,8
Fasilitator,fasilitator pengajaran penelitian perguruan posisi pengalaman,Education,0,6
Finance Manager,finance manager menyusun laporan keuangan bulanan tahunan sesuai standar psak posisi medan,Finance & Accounting,2,12
Structural Engineer,structural engineer gambar teknik autocad software desain posisi surabaya,Engineering,1,9
Learning & Development,learning development menganalisis data sdm mendukung pengambilan keputusan strategis posisi bandung,Human Resources,4,11
Bidan,bidan konsultasi gizi terapi diet pasien posisi bandung,Healthcare,3,8
Fisioterapis,fisioterapis mengelola administrasi rumah sakit klinik kesehatan posisi fresh graduate welcome,Healthcare,3,11
Maintenance Engineer,maintenance engineer merencanakan mengawasi proyek konstruksi sesuai schedule budget posisi remote work available,Engineering,1,13
Fasilitator,fasilitator mengelola program pendidikan pelatihan lembaga posisi bandung,Education,0,8
Treasury Analyst,treasury analyst menghitung biaya produksi menganalisis variance anggaran posisi medan,Finance & Accounting,2,10
Site Engineer,site engineer menganalisis meningkatkan efisiensi proses produksi posisi bali,Engineering,1,9
Coach,coach bimbingan akademik karier mahasiswa posisi bali,Education,0,7
Apoteker,apoteker mendispensing obat sesuai resep dokter posisi jakarta,Healthcare,3,8
Dokter Gigi,dokter gigi pemeriksaan rontgen modalitas pencitraan posisi bandung,Healthcare,3,8
Training Coordinator,training coordinator pengajaran penelitian perguruan posisi jakarta,Education,0,7
Process Engineer,process engineer mengelola hubungan pemasok evaluasi vendor posisi hybrid working,Operations & Supply Chain,7,10
Analis Laboratorium,analis laboratorium asuhan keperawatan pasien rawat inap rawat jalan posisi bandung,Healthcare,3,11
Fisioterapis,fisioterapis pelayanan kebidanan hamil melahirkan posisi jakarta,Healthcare,3,7
Workforce Planning,workforce planning mengimplementasikan sistem hris mengelola data karyawan posisi bandung,Human Resources,4,10
Guru,guru riset publikasi ilmiah bidang pendidikan posisi surabaya,Education,0,8
Buyer,buyer menganalisis data supply chain efisiensi biaya posisi hybrid working,Operations & Supply Chain,7,10
Performance Marketing,performance marketing mengelola campaign iklan google ads meta ads target roas posisi full time,Marketing & Sales,6,14
Koordinator Medis,koordinator medis pemeriksaan diagnosis pengobatan pasien klinik posisi bali,Healthcare,3,9
People Operations,people operations mengembangkan program pelatihan pengembangan karyawan posisi surabaya,Human Resources,4,9
Employee Relations,employee relations merancang program employee engagement budaya perusahaan posisi surabaya,Human Resources,4,10
DevOps Engineer,devops engineer mengembangkan model machine learning tensorflow pytorch posisi remote work available,IT & Software,5,12
Mechanical Engineer,mechanical engineer merencanakan mengawasi proyek konstruksi sesuai schedule budget posisi full time,Engineering,1,12
Accounting Staff,accounting staff menghitung biaya produksi menganalisis variance anggaran posisi bandung,Finance & Accounting,2,10
Tenaga Kesehatan,tenaga kesehatan mendispensing obat sesuai resep dokter posisi bandung,Healthcare,3,9
Supply Chain Analyst,supply chain analyst menganalisis data supply chain efisiensi biaya posisi fresh graduate welcome,Operations & Supply Chain,7,13
Construction Manager,construction manager merencanakan mengawasi proyek konstruksi sesuai schedule budget posisi full time,Engineering,1,12
Marketing Analyst,marketing analyst mengelola event pemasaran pameran dagang posisi medan,Marketing & Sales,6,9
Training Coordinator,training coordinator mengembangkan kurikulum materi pembelajaran posisi bali,Education,0,8
Analis Laboratorium,analis laboratorium pelayanan kebidanan hamil melahirkan posisi bali,Healthcare,3,8
CFO,cfo mengelola pajak perusahaan mengurus pelaporan spt tahunan posisi remote work available,Finance & Accounting,2,12
Sanitarian,sanitarian mengelola administrasi rumah sakit klinik kesehatan posisi pengalaman,Healthcare,3,9
Environmental Engineer,environmental engineer perawatan preventif korektif mesin produksi posisi fresh graduate welcome,Engineering,1,11
PR Manager,manager menganalisis data penjualan laporan performa marketing posisi jakarta,Marketing & Sales,6,9
CAD Designer,cad designer menganalisis meningkatkan efisiensi proses produksi posisi fresh graduate welcome,Engineering,1,11
HR Analyst,analyst menganalisis data sdm mendukung pengambilan keputusan strategis posisi pengalaman,Human Resources,4,10
Dosen,dosen pengajaran penelitian perguruan posisi medan,Education,0,6
Industrial Engineer,industrial engineer pengujian kualitas material produk posisi remote work available,Engineering,1,10
Marketing Analyst,marketing analyst konten kreatif channel marketing posisi fresh graduate welcome,Marketing & Sales,6,10
Social Media Manager,social media manager mengoptimalkan seo website meningkatkan organic traffic posisi full time,Marketing & Sales,6,12
Drafter,drafter merencanakan mengawasi proyek konstruksi sesuai schedule budget posisi full time,Engineering,1,11
Drafter,drafter merancang sistem mekanikal analisis teknik posisi hybrid working,Engineering,1,9
Construction Manager,construction manager menganalisis meningkatkan efisiensi proses produksi posisi surabaya,Engineering,1,9
Sales Manager,sales manager mengelola konten media sosial instagram tiktok linkedin perusahaan posisi bandung,Marketing & Sales,6,12
Recruiter,recruiter memfasilitasi program onboarding orientasi karyawan posisi full time,Human Resources,4,9
HR Business Partner,business partner membangun hubungan industrial harmonis manajemen karyawan posisi bandung,Human Resources,4,10
Controller Keuangan,controller keuangan menganalisis kelayakan kredit nasabah mengelola portofolio pinjaman posisi bali,Finance & Accounting,2,11
Kepala Sekolah,kepala sekolah riset publikasi ilmiah bidang pendidikan posisi medan,Education,0,9
Sanitarian,sanitarian mempromosikan produk farmasi dokter tenaga medis posisi fresh graduate welcome,Healthcare,3,11
Culture Officer,culture officer mengembangkan program pelatihan pengembangan karyawan posisi jakarta,Human Resources,4,9
Growth Hacker,growth hacker riset pasar analisis kompetitor strategi brand posisi surabaya,Marketing & Sales,6,10
Purchasing Manager,purchasing manager mengelola pengadaan barang jasa negosiasi vendor posisi medan,Operations & Supply Chain,7,10
Instrumentation Engineer,instrumentation engineer menganalisis meningkatkan efisiensi proses produksi posisi medan,Engineering,1,9
Coach,coach merancang mengembangkan konten learning berbasis teknologi posisi full time,Education,0,10
Guru,guru bimbingan akademik karier mahasiswa posisi fresh graduate welcome,Education,0,9
Peneliti,peneliti mengelola program pendidikan pelatihan lembaga posisi bandung,Education,0,8
Supply Chain Manager,supply chain manager merancang mengoptimalkan rantai pasok pemasok konsumen posisi fresh graduate welcome,Operations & Supply Chain,7,13
Sanitarian,sanitarian mempromosikan produk farmasi dokter tenaga medis posisi pengalaman,Healthcare,3,9
Dokter Spesialis,dokter spesialis pemeriksaan rontgen modalitas pencitraan posisi pengalaman,Healthcare,3,8
Site Engineer,site engineer gambar teknik autocad software desain posisi remote work available,Engineering,1,11
Medical Representative,medical representative mengelola administrasi rumah sakit klinik kesehatan posisi hybrid working,Healthcare,3,11
Import Export Staff,import export staff menganalisis data supply chain efisiensi biaya posisi medan,Operations & Supply Chain,7,11
Fasilitator,fasilitator pengajaran penelitian perguruan posisi full time,Education,0,7
Operations Analyst,operations analyst mengelola hubungan pemasok evaluasi vendor posisi surabaya,Operations & Supply Chain,7,9
Radiografer,radiografer mengelola administrasi rumah sakit klinik kesehatan posisi full time,Healthcare,3,10
Database Administrator,database administrator mengembangkan model machine learning tensorflow pytorch posisi full time,IT & Software,5,11
Treasury Analyst,treasury analyst mengelola risiko keuangan kepatuhan regulasi ojk posisi medan,Finance & Accounting,2,10
Site Engineer,site engineer menganalisis meningkatkan efisiensi proses produksi posisi medan,Engineering,1,9
Treasury Analyst,treasury analyst menganalisis kelayakan kredit nasabah mengelola portofolio pinjaman posisi fresh graduate welcome,Finance & Accounting,2,13
Purchasing Manager,purchasing manager mengkoordinasi pengiriman distribusi produk indonesia posisi surabaya,Operations & Supply Chain,7,9
Database Administrator,database administrator mengelola mengoptimasi database mysql mongodb posisi fresh graduate welcome,IT & Software,5,11
Distribution Manager,distribution manager mengelola proses impor ekspor dokumen kepabeanan posisi pengalaman,Operations & Supply Chain,7,10
Treasury Analyst,treasury analyst mengelola pajak perusahaan mengurus pelaporan spt tahunan posisi jakarta,Finance & Accounting,2,11
Project Manager,project manager menganalisis meningkatkan efisiensi proses produksi posisi jakarta,Engineering,1,9
Instruktur,instruktur mengajar mata pelajaran ipa ips matematika sekolah menengah posisi surabaya,Education,0,11
Rekam Medis,rekam medis konsultasi gizi terapi diet pasien posisi full time,Healthcare,3,10
Dokter Spesialis,dokter spesialis asuhan keperawatan pasien rawat inap rawat jalan posisi bali,Healthcare,3,11
